file_name,class_label,width,height,aspect_ratio,file_size_kb,mean_intensity,std_intensity,skewness,kurtosis,entropy,edge_density
s1_65.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9685549798995295,0.10859647876398563,-3.867943457413756,14.640203152143044,0.98337424228184,0.11898422241210938
s1_67.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9154018723931846,0.12261957680799236,-1.6911061855483658,4.380340242075328,2.4746524636463123,0.050933837890625
s1_80.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9820586068732591,0.07215808127627056,-5.30238462709058,32.57927089838155,0.8958367496047864,0.0947723388671875
s1_83.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9781633463321516,0.08118314353877498,-4.303662652000657,19.36189885011222,0.857632305942171,0.1219329833984375
s1_88.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9811187190591879,0.07687747722680534,-4.940506790586091,27.13006252644051,0.7416473410871948,0.08115768432617188
s1_93.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9817091851990365,0.08015104404922786,-5.171779637163089,28.935157538836048,0.6691399452829018,0.08704376220703125
s1_96.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9817564111575688,0.09093562580798364,-5.698790906306869,33.467321587472306,0.5521923963455186,0.06568145751953125
s1_98.tif,Official-20251101T040400Z-1-001,512,512,1.0,25495.0673828125,0.9599462761009114,0.10195365700858523,-2.896911369579092,8.245970323392585,1.5210304018909797,0.23527145385742188
s2_26.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9850052988948965,0.07378414493550965,-6.01206223089809,40.317568218884176,0.5613496142280394,0.07440948486328125
s2_33.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9620651538529426,0.10594642270724301,-3.222510146827873,10.433074901432857,1.3641971729143938,0.21006393432617188
s2_34.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9873482822498142,0.06109941131705186,-6.747462377017298,53.89626196648419,0.6312652471616453,0.055454254150390625
s2_65.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.968599286768328,0.10830619744736399,-3.862181043746628,14.576607984326959,0.9850947580975277,0.119049072265625
s2_66.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9643776956173653,0.1311087399804793,-3.923763106075704,14.546205743444197,0.8224054726807903,0.08159255981445312
s2_73.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9697998289558408,0.10478564106553336,-4.049793015573248,16.675890732305024,1.0399959355860653,0.14767074584960938
s2_74.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9882631628340235,0.05408147716539489,-5.810331682278116,38.88175356415669,0.5995749101713137,0.06445693969726562
s2_77.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9707962582674522,0.08672545355388674,-3.3874960548923356,12.066037179781494,1.159211449956054,0.14073562622070312
s2_79.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9832081088763127,0.06928842172238275,-5.41415336162453,33.513707946340574,0.7768704246245349,0.08403396606445312
s2_80.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9824689159542402,0.0714681172297534,-5.309541916251055,32.4721119622526,0.8504515293832582,0.095550537109375
s2_81.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9737953426151793,0.08802644473664815,-3.891731121528471,15.930243411912759,0.9751800462069175,0.15361785888671875
s2_85.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9807604008140844,0.09254541247998448,-6.065812536822562,40.48125183136606,0.6425291474254686,0.07398223876953125
s2_87.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9820073981711885,0.0770409933314558,-5.040310598414891,27.206363420096096,0.6964899366889822,0.0933837890625
s2_89.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.973158194288554,0.08514496318709495,-3.539882966923093,12.539488861896194,1.0337492726889266,0.13762283325195312
s2_92.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.9839245930470372,0.0759350942869416,-5.511174328123048,32.17383368972616,0.5889015646502487,0.0787506103515625
s2_94.tif,Official-20251101T040400Z-1-001,512,512,1.0,6366.8017578125,0.983653638444031,0.08240819900696877,-6.127099629613584,41.26467840952345,0.556905757568331,0.07061767578125
