file_name,class_label,width,height,aspect_ratio,file_size_kb,mean_intensity,std_intensity,skewness,kurtosis,entropy,edge_density
s2_100.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.984670635817868,0.09621149133315511,-6.917806505713205,47.986925774850036,0.8983727287626796,0.3793097344318976
s2_80.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.9813795363015927,0.10350202634208677,-6.244415438252332,38.71083582885483,1.1530054062105002,0.38463730367455035
s2_81.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.973063464949006,0.12451744675398228,-5.002928901581556,24.22060593313716,1.2710867608064649,0.42618864254974803
s2_83.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.9773853276183767,0.11570682116316505,-5.549806384102048,30.042090509234086,1.1694122770503685,0.43245243590686727
s2_84.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.9884924248325133,0.07465340328233684,-8.581723643825498,77.0944362682852,1.2404961208828922,0.48515834773972855
s2_85.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.9797835074000917,0.11096658344495249,-6.095950996742327,36.997855472613054,1.0818988622805294,0.4271817642623313
s2_86.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.9800781235913633,0.10704551442018888,-5.684655834421211,31.387638127803612,0.9804733647800434,0.3553757310479273
s2_87.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.9813216321490157,0.10532017818157262,-6.140414027781929,37.061295767009476,1.0765894614358942,0.4441218459190054
s2_88.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.9802837843490656,0.09974921262291224,-5.890977959283543,35.80117938768512,1.3065547710128471,0.5406816677088314
s2_89.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.9721766201514994,0.12501197524202404,-4.918923504719965,23.522813080663607,1.2982684152258313,0.3843470684518336
s2_90.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.9802902005139423,0.10380916797661364,-5.950282636780324,35.46424447367316,1.1661696900290661,0.41938909221319015
s2_91.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.9789517314539756,0.11496474886468366,-5.839945712933782,33.19020532243148,1.0719480317433063,0.44084994666568583
s2_92.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.9832005096149623,0.10157575160493097,-6.56186562045647,42.628097550355236,0.8839815389468625,0.3395800382535771
s2_93.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.9809067459974028,0.10726629587929894,-6.206603160174332,37.91642701875146,1.2203842277190733,0.5392932513701402
s2_94.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.9827730953988247,0.10387958258328892,-6.627874362042799,43.27052654165937,1.1310449569174392,0.5336113077941663
s2_95.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.986404303942125,0.0905782392263857,-7.3309052687995715,53.706410050275345,0.8238552456048547,0.34102558207967043
s2_96.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.9810925745219914,0.10746199044764007,-6.208985409387843,38.23243273846976,0.9731364533901561,0.3835921120388421
s2_97.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.9808779223886568,0.10386244354045074,-6.234326725774779,38.94705903361492,1.1585243049595413,0.4538715654540773
s2_98.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.960187018990477,0.1484926624622932,-3.980426300888565,14.736714968113745,1.6934248224979627,0.46412796097399495
s2_99.tif,Canon120-2,2480,3508,0.7069555302166477,25495.0673828125,0.9811077589346712,0.10452606090921907,-6.529152262634064,42.517093979681654,1.4470261376662361,0.6433425212417699
