file_name,class_label,resolution_level,width,height,aspect_ratio,file_size_kb,mean_intensity,std_intensity,skewness,kurtosis,entropy,edge_density
s1_1.tif,Canon120-1,150,1240,1752,0.7077625570776256,6366.8017578125,0.9723840951919556,0.12570802867412567,-4.814417362213135,22.19645881652832,-1769.7677565847878,0.030322488584474887
s1_10.tif,Canon120-1,150,1240,1752,0.7077625570776256,6366.8017578125,0.9699103236198425,0.12492669373750687,-4.209887981414795,16.492502212524414,-1788.987006959056,0.026919005008101342
s1_100.tif,Canon120-1,150,1240,1752,0.7077625570776256,6366.8017578125,0.9852476119995117,0.0921424925327301,-6.863428592681885,48.042274475097656,-1895.3236720203406,0.01858429076447194
s1_11.tif,Canon120-1,150,1240,1752,0.7077625570776256,6366.8017578125,0.9738848209381104,0.11723852902650833,-4.927458763122559,24.068151473999023,-1793.202439161927,0.04882622624834291
s1_12.tif,Canon120-1,150,1240,1752,0.7077625570776256,6366.8017578125,0.9885857701301575,0.07847538590431213,-7.975543975830078,65.19390869140625,-1828.304206433676,0.016380818235380762
s1_13.tif,Canon120-1,150,1240,1752,0.7077625570776256,6366.8017578125,0.9802454113960266,0.10342062264680862,-5.751214504241943,33.207359313964844,-1828.835773369361,0.03525786198261894
s1_14.tif,Canon120-1,150,1240,1752,0.7077625570776256,6366.8017578125,0.9792277812957764,0.10701345652341843,-5.614022731781006,31.33251953125,-1827.7862284973708,0.032753351008985125
s1_15.tif,Canon120-1,150,1240,1752,0.7077625570776256,6366.8017578125,0.9777542352676392,0.09956928342580795,-5.160011291503906,27.287376403808594,-1758.6085499193769,0.04417808219178082
s1_16.tif,Canon120-1,150,1240,1752,0.7077625570776256,6366.8017578125,0.9825577139854431,0.09189165383577347,-5.943690776824951,36.29407501220703,-1821.123223780718,0.03513864339372515
s1_17.tif,Canon120-1,150,1240,1752,0.7077625570776256,6366.8017578125,0.9930278062820435,0.06253989785909653,-10.006731033325195,103.40247344970703,-1951.0951673520522,0.010751307261746943
s1_18.tif,Canon120-1,150,1240,1752,0.7077625570776256,6366.8017578125,0.983065664768219,0.0980387032032013,-6.294898509979248,39.6683349609375,-1861.101651353914,0.024509776844896157
s1_19.tif,Canon120-1,150,1240,1752,0.7077625570776256,6366.8017578125,0.9712375998497009,0.12134969234466553,-4.703660488128662,21.81641960144043,-1681.8650417158005,0.04423055678303137
s1_2.tif,Canon120-1,150,1240,1752,0.7077625570776256,6366.8017578125,0.9589833617210388,0.13665378093719482,-3.7131593227386475,13.231075286865234,-1583.2843931923994,0.08023411032552659
s1_20.tif,Canon120-1,150,1240,1752,0.7077625570776256,6366.8017578125,0.9713486433029175,0.12092086672782898,-4.6932854652404785,21.691987991333008,-1682.6462855653087,0.04426646045072912
